Deaths,Data Marking,calendar-years,Time,administrative-geography,Geography,week-number,Week,sex,Sex,age-groups,AgeGroups,recorded-deaths,Death
0,,2020,2020,K04000001,England and Wales,week-40,Week 40 ending 02-Oct-20,female,Female,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-9,Week 09 ending 28-Feb-20,all,All,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
34,,2020,2020,K04000001,England and Wales,week-43,Week 43 ending 23-Oct-20,all,All,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-6,Week 06 ending 07-Feb-20,female,Female,85-89,85-89,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-1,Week 01 ending 03-Jan-20,all,All,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
32,,2020,2020,K04000001,England and Wales,week-41,Week 41 ending 09-Oct-20,male,Male,30-34,30-34,total-registered-deaths,Total registered deaths
836,,2020,2020,K04000001,England and Wales,week-33,Week 33 ending 14-Aug-20,female,Female,85-89,85-89,total-registered-deaths,Total registered deaths
21,,2020,2020,K04000001,England and Wales,week-26,Week 26 ending 26-Jun-20,female,Female,0-1,00-01,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-5,Week 05 ending 31-Jan-20,male,Male,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-23,Week 23 ending 05-Jun-20,male,Male,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
40,,2020,2020,K04000001,England and Wales,week-46,Week 46 ending 13-Nov-20,female,Female,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-41,Week 41 ending 09-Oct-20,all,All,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-36,Week 36 ending 04-Sep-20,all,All,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
581,,2020,2020,K04000001,England and Wales,week-17,Week 17 ending 24-Apr-20,all,All,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-36,Week 36 ending 04-Sep-20,male,Male,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
941,,2020,2020,K04000001,England and Wales,week-48,Week 48 ending 27-Nov-20,male,Male,90+,90+,total-registered-deaths,Total registered deaths
3,,2020,2020,K04000001,England and Wales,week-6,Week 06 ending 07-Feb-20,female,Female,1-4,01-04,total-registered-deaths,Total registered deaths
1,,2020,2020,K04000001,England and Wales,week-20,Week 20 ending 15-May-20,all,All,20-24,20-24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2020,2020,K04000001,England and Wales,week-13,Week 13 ending 27-Mar-20,male,Male,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,female,Female,25-29,25-29,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-37,Week 37 ending 11-Sep-20,female,Female,0-1,00-01,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
7,,2020,2020,K04000001,England and Wales,week-33,Week 33 ending 14-Aug-20,female,Female,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-5,Week 05 ending 31-Jan-20,all,All,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,male,Male,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-4,Week 04 ending 24-Jan-20,male,Male,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-7,Week 07 ending 14-Feb-20,female,Female,all,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-6,Week 06 ending 07-Feb-20,female,Female,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-23,Week 23 ending 05-Jun-20,all,All,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-18,Week 18 ending 01-May-20,female,Female,0-1,00-01,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-9,Week 09 ending 28-Feb-20,female,Female,15-19,15-19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-10,Week 10 ending 06-Mar-20,male,Male,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-7,Week 07 ending 14-Feb-20,male,Male,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
26,,2020,2020,K04000001,England and Wales,week-44,Week 44 ending 30-Oct-20,female,Female,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-10,Week 10 ending 06-Mar-20,female,Female,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
18,,2020,2020,K04000001,England and Wales,week-47,Week 47 ending 20-Nov-20,male,Male,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-17,Week 17 ending 24-Apr-20,male,Male,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-24,Week 24 ending 12-Jun-20,female,Female,all,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
8,,2020,2020,K04000001,England and Wales,week-28,Week 28 ending 10-Jul-20,female,Female,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-28,Week 28 ending 10-Jul-20,female,Female,all,All ages,total-registered-deaths,Total registered deaths
,x,2020,2020,K04000001,England and Wales,week-4,Week 04 ending 24-Jan-20,male,Male,all,All ages,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-41,Week 41 ending 09-Oct-20,male,Male,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-30,Week 30 ending 24-Jul-20,male,Male,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-14,Week 14 ending 03-Apr-20,all,All,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-1,Week 01 ending 03-Jan-20,all,All,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-3,Week 03 ending 17-Jan-20,female,Female,all,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
10,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-22,Week 22 ending 29-May-20,all,All,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-5,Week 05 ending 31-Jan-20,female,Female,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
50,,2020,2020,K04000001,England and Wales,week-42,Week 42 ending 16-Oct-20,male,Male,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
26,,2020,2020,K04000001,England and Wales,week-30,Week 30 ending 24-Jul-20,female,Female,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2020,2020,K04000001,England and Wales,week-30,Week 30 ending 24-Jul-20,female,Female,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2020,2020,K04000001,England and Wales,week-40,Week 40 ending 02-Oct-20,male,Male,all,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
8,,2020,2020,K04000001,England and Wales,week-25,Week 25 ending 19-Jun-20,female,Female,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1113,,2020,2020,K04000001,England and Wales,week-7,Week 07 ending 14-Feb-20,all,All,70-74,70-74,total-registered-deaths,Total registered deaths
8,,2020,2020,K04000001,England and Wales,week-35,Week 35 ending 28-Aug-20,female,Female,20-24,20-24,total-registered-deaths,Total registered deaths
52,,2020,2020,K04000001,England and Wales,week-35,Week 35 ending 28-Aug-20,female,Female,45-49,45-49,total-registered-deaths,Total registered deaths
877,,2020,2020,K04000001,England and Wales,week-34,Week 34 ending 21-Aug-20,female,Female,85-89,85-89,total-registered-deaths,Total registered deaths
1255,,2020,2020,K04000001,England and Wales,week-9,Week 09 ending 28-Feb-20,all,All,75-79,75-79,total-registered-deaths,Total registered deaths
696,,2020,2020,K04000001,England and Wales,week-1,Week 01 ending 03-Jan-20,all,All,65-69,65-69,total-registered-deaths,Total registered deaths
4,,2020,2020,K04000001,England and Wales,week-22,Week 22 ending 29-May-20,male,Male,1-4,01-04,total-registered-deaths,Total registered deaths
1291,,2020,2020,K04000001,England and Wales,week-20,Week 20 ending 15-May-20,male,Male,85-89,85-89,total-registered-deaths,Total registered deaths
4,,2020,2020,K04000001,England and Wales,week-6,Week 06 ending 07-Feb-20,male,Male,10-14,10-14,total-registered-deaths,Total registered deaths
355,,2020,2020,K04000001,England and Wales,week-2,Week 02 ending 10-Jan-20,male,Male,60-64,60-64,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-3,Week 03 ending 17-Jan-20,all,All,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2,,2020,2020,K04000001,England and Wales,week-45,Week 45 ending 06-Nov-20,female,Female,40-44,40-44,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-5,Week 05 ending 31-Jan-20,all,All,40-44,40-44,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-5,Week 05 ending 31-Jan-20,male,Male,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-20,Week 20 ending 15-May-20,all,All,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-23,Week 23 ending 05-Jun-20,female,Female,5-9,05-09,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-2,Week 02 ending 10-Jan-20,female,Female,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-47,Week 47 ending 20-Nov-20,female,Female,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-34,Week 34 ending 21-Aug-20,male,Male,25-29,25-29,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
246,,2020,2020,K04000001,England and Wales,week-24,Week 24 ending 12-Jun-20,all,All,50-54,50-54,total-registered-deaths,Total registered deaths
157,,2020,2020,K04000001,England and Wales,week-27,Week 27 ending 03-Jul-20,all,All,45-49,45-49,total-registered-deaths,Total registered deaths
18,,2020,2020,K04000001,England and Wales,week-8,Week 08 ending 21-Feb-20,all,All,20-24,20-24,total-registered-deaths,Total registered deaths
21,,2020,2020,K04000001,England and Wales,week-38,Week 38 ending 18-Sep-20,all,All,25-29,25-29,total-registered-deaths,Total registered deaths
160,,2020,2020,K04000001,England and Wales,week-4,Week 04 ending 24-Jan-20,all,All,45-49,45-49,total-registered-deaths,Total registered deaths
54,,2020,2020,K04000001,England and Wales,week-17,Week 17 ending 24-Apr-20,all,All,0-1,00-01,total-registered-deaths,Total registered deaths
45,,2020,2020,K04000001,England and Wales,week-31,Week 31 ending 31-Jul-20,all,All,0-1,00-01,total-registered-deaths,Total registered deaths
102,,2020,2020,K04000001,England and Wales,week-44,Week 44 ending 30-Oct-20,all,All,40-44,40-44,total-registered-deaths,Total registered deaths
1637,,2020,2020,K04000001,England and Wales,week-22,Week 22 ending 29-May-20,all,All,80-84,80-84,total-registered-deaths,Total registered deaths
465,,2020,2020,K04000001,England and Wales,week-12,Week 12 ending 20-Mar-20,female,Female,70-74,70-74,total-registered-deaths,Total registered deaths
316,,2020,2020,K04000001,England and Wales,week-21,Week 21 ending 22-May-20,all,All,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,K04000001,England and Wales,week-45,Week 45 ending 06-Nov-20,all,All,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2020,2020,K04000001,England and Wales,week-20,Week 20 ending 15-May-20,female,Female,5-9,05-09,total-registered-deaths,Total registered deaths
21,,2020,2020,K04000001,England and Wales,week-31,Week 31 ending 31-Jul-20,male,Male,20-24,20-24,total-registered-deaths,Total registered deaths
6,,2020,2020,K04000001,England and Wales,week-40,Week 40 ending 02-Oct-20,male,Male,10-14,10-14,total-registered-deaths,Total registered deaths
64,,2020,2020,K04000001,England and Wales,week-48,Week 48 ending 27-Nov-20,male,Male,35-39,35-39,total-registered-deaths,Total registered deaths
189,,2020,2020,K04000001,England and Wales,week-32,Week 32 ending 07-Aug-20,female,Female,60-64,60-64,total-registered-deaths,Total registered deaths
3,,2020,2020,K04000001,England and Wales,week-37,Week 37 ending 11-Sep-20,all,All,10-14,10-14,total-registered-deaths,Total registered deaths
0,,2020,2020,K04000001,England and Wales,week-10,Week 10 ending 06-Mar-20,all,All,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
7,,2020,2020,K04000001,England and Wales,week-24,Week 24 ending 12-Jun-20,male,Male,15-19,15-19,total-registered-deaths,Total registered deaths
41,,2020,2020,K04000001,England and Wales,week-46,Week 46 ending 13-Nov-20,all,All,25-29,25-29,total-registered-deaths,Total registered deaths
945,,2020,2020,K04000001,England and Wales,week-16,Week 16 ending 17-Apr-20,all,All,60-64,60-64,total-registered-deaths,Total registered deaths
92,,2020,2020,K04000001,England and Wales,week-7,Week 07 ending 14-Feb-20,all,All,40-44,40-44,total-registered-deaths,Total registered deaths
7,,2020,2020,K04000001,England and Wales,week-34,Week 34 ending 21-Aug-20,all,All,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
400,,2020,2020,K04000001,England and Wales,week-7,Week 07 ending 14-Feb-20,male,Male,65-69,65-69,total-registered-deaths,Total registered deaths
351,,2020,2020,K04000001,England and Wales,week-41,Week 41 ending 09-Oct-20,all,All,55-59,55-59,total-registered-deaths,Total registered deaths
1415,,2020,2020,K04000001,England and Wales,week-29,Week 29 ending 17-Jul-20,all,All,80-84,80-84,total-registered-deaths,Total registered deaths
2741,,2020,2020,K04000001,England and Wales,week-17,Week 17 ending 24-Apr-20,all,All,75-79,75-79,total-registered-deaths,Total registered deaths
